id,result
17800,0
91965,1
72879,0
28105,0
34987,0
90877,0
83577,0
71404,0
77267,0
55909,0
92875,0
88075,0
86422,0
33557,0
26257,0
17539,0
2906,0
83333,0
90031,0
90440,0
11635,0
7946,0
71183,0
85173,0
238,1
4366,0
84022,0
30685,0
35876,0
99441,1
85396,0
56897,0
15590,0
17945,0
11487,0
1204,1
50805,0
97054,1
90387,1
85375,1
71757,0
1157,0
45860,0
55917,1
92741,0
39048,1
24663,0
86170,0
2364,0
95328,1
9489,0
67730,1
56828,0
82999,0
34908,0
65894,1
3613,1
23574,0
32688,0
80183,0
69966,0
44956,0
98692,0
4087,0
55229,0
42985,0
67184,0
87320,0
65563,1
92640,0
67793,0
16512,1
55254,1
32818,0
9269,0
97129,0
45655,1
46315,0
97008,1
56434,0
26269,1
9436,0
57717,1
37352,0
60261,0
10260,1
11296,1
1792,0
71346,0
45283,0
82512,0
39029,0
20456,0
69025,1
76479,0
12273,0
64158,1
1086,0
79656,0
55483,0
98161,0
76753,1
40488,0
46358,0
79117,0
50062,0
40598,0
39821,0
83116,0
37682,1
61143,0
54803,0
40124,0
49155,0
87045,0
53100,0
45238,1
62515,0
31217,0
31026,0
97845,0
44628,0
83621,0
77638,1
38570,0
47161,0
61809,0
17582,1
89454,0
91932,1
97493,0
46260,1
72065,1
88041,0
5414,0
17843,1
83497,0
40049,0
80244,1
77756,0
40941,0
75251,0
96722,0
77629,0
24245,0
3909,0
58381,0
93593,0
39682,0
74616,0
42545,1
67051,0
56211,0
74980,0
8,0
14314,0
42151,0
76665,0
85505,0
50094,0
29947,0
23012,0
16557,0
18272,0
80206,0
62943,0
91671,0
40565,1
31353,0
84928,0
98492,1
83875,1
74038,1
84363,0
18089,1
14171,1
62502,0
39670,1
51000,0
53262,1
67961,1
1256,0
97646,1
23721,0
95293,0
78579,0
1170,0
9473,0
68533,0
97531,1
22517,1
67537,0
91726,0
66413,1
25232,1
27438,1
54996,0
35785,0
94950,0
48065,0
55942,0
89001,0
15125,0
94032,0
17909,0
56775,1
72572,0
20849,1
26102,1
94046,0
95690,1
27604,0
88121,0
63177,0
18293,0
44876,0
11441,0
75559,1
14373,0
99667,0
69867,0
26395,0
2513,0
64826,1
85166,0
43454,0
55509,0
99425,1
76916,0
43227,0
16098,1
49049,1
22179,0
85599,1
48919,0
54834,0
82785,0
87227,0
64278,0
6794,0
95946,1
62864,0
50491,1
65584,0
67248,0
23008,1
94104,0
73032,0
49544,0
94216,1
27075,0
8151,1
87095,1
14546,1
38224,1
71839,0
95335,0
74868,0
77098,1
27018,0
71615,0
29597,1
77170,0
74721,1
82360,0
35583,0
54880,0
39985,0
50889,1
33608,0
71897,0
31271,0
35941,0
18951,0
30035,1
32763,0
94708,1
48683,1
33061,0
2893,1
18124,0
95669,0
52357,0
3979,0
23299,0
91421,0
29601,0
94352,0
60335,0
61986,1
1609,1
49582,0
61393,1
7074,0
17035,0
22956,0
57480,0
23835,0
74916,0
10719,0
32676,1
75601,0
3085,0
95532,1
89941,1
99393,1
72648,0
13883,1
5550,1
87249,1
30368,1
35403,0
70911,0
65455,0
70134,0
93610,0
94138,1
37680,0
5783,0
18596,0
80733,0
60486,1
74776,0
67107,0
67913,0
18150,0
42397,0
75195,0
14683,0
40706,0
96914,1
16710,0
93984,0
24397,0
4655,0
17117,0
50287,0
95158,0
89914,0
5044,0
22649,0
36411,1
74824,0
27902,1
64029,1
15978,0
62155,0
12296,0
2432,0
40575,1
67268,0
16001,0
91178,0
25783,0
82588,0
74335,0
56064,1
64341,0
8590,0
7965,1
2378,0
15497,0
99970,0
21981,1
56819,0
62333,0
49075,1
81106,0
50260,0
58391,1
7491,0
56455,0
21478,0
63181,0
20154,1
51194,1
75738,0
61345,0
73301,0
72321,0
81805,0
74682,0
31972,1
61865,0
55645,0
66829,0
79172,1
88459,0
5813,0
481,0
44251,0
26589,0
74903,0
93846,0
42786,1
87174,0
50454,0
84213,0
30279,0
96764,0
62688,1
22146,0
48818,1
46900,1
66670,0
21585,0
27755,0
51623,0
51506,0
66490,1
97273,0
3551,1
9361,1
45968,1
84900,0
87172,0
8876,1
42683,0
16806,1
46992,0
63861,0
60438,0
33790,0
9553,0
38437,0
72132,1
96534,0
28720,0
71558,1
76450,0
81172,1
36339,0
68019,0
90813,0
48123,1
41814,1
28323,0
58983,1
36800,0
32078,0
50948,0
94999,0
1837,0
69582,0
12607,1
31310,0
12873,0
50082,1
5126,0
97743,0
27478,0
45266,0
25001,0
45394,0
44433,0
63739,0
47604,0
79783,0
76056,0
68695,1
85775,1
41544,1
4859,1
84464,0
33635,0
8821,1
63165,1
19939,0
65709,1
21678,0
6617,0
28477,0
74161,0
99098,0
92122,0
14804,0
29007,0
11957,0
79131,0
19301,0
71258,0
26297,0
48275,0
84675,1
11448,0
98151,0
10235,0
39518,0
93387,0
58265,1
99836,0
16495,0
78853,1
17509,0
86656,0
3851,0
22430,0
60042,0
62068,0
98335,0
42678,0
79325,1
67651,0
32481,0
64138,1
55636,0
96182,1
93160,0
8932,0
35164,0
1617,0
15018,0
79102,0
97357,0
9173,0
91534,1
85378,0
32514,1
11086,0
4247,1
50943,1
76861,0
98326,0
68341,1
28342,0
98655,1
96901,1
53235,0
22955,0
74486,1
68632,0
42823,1
81387,0
81649,1
95236,0
13403,0
10170,0
12485,1
76705,1
39801,0
61252,0
96554,0
58953,1
9218,0
94427,0
51338,0
85108,0
35326,1
76917,0
52678,0
98999,0
24961,1
9856,1
28792,0
58589,0
67449,0
10160,0
7495,1
54929,0
70552,0
76206,0
51189,0
96919,1
78897,0
45529,0
93114,0
71023,1
28974,0
2586,1
28053,1
58819,0
79111,0
96310,0
71032,1
68660,0
53308,0
82156,0
2064,0
73646,0
97065,0
82618,0
81018,1
13324,0
79737,0
56538,0
21436,1
34416,0
44768,1
82966,0
19866,0
28702,0
36393,1
88780,0
22503,0
57701,1
73680,1
28287,0
68133,0
34991,0
38037,0
18733,0
67991,0
35557,0
85776,1
73560,0
45908,1
66708,0
61925,0
36229,1
4253,0
99111,1
93893,0
66628,0
9236,0
59806,0
3650,0
14736,0
96712,1
56574,1
6618,1
15304,0
87698,0
45982,1
50480,0
47805,0
40139,1
76573,0
12559,0
2151,0
82759,0
68847,0
8411,0
24624,0
70929,1
53770,0
55613,0
26958,1
39743,0
58980,1
39955,0
85607,0
26913,1
53634,0
87144,0
72618,1
38162,0
86671,0
77725,0
67598,0
22082,1
66904,1
85545,1
95262,0
22665,1
34692,1
84390,0
80039,0
72091,0
13888,1
96367,1
83031,0
33112,0
84259,0
68621,0
55750,0
28793,0
8815,0
47908,1
29978,1
36451,0
21610,1
17677,0
88566,0
40386,1
91347,0
11380,0
19127,0
47962,1
83467,1
1780,1
90755,0
43824,1
90294,1
52121,0
32805,1
3544,0
32070,0
91019,0
21069,1
7655,0
53277,1
49836,0
83777,0
90636,1
2041,0
95450,1
56523,0
50350,0
48824,0
77289,0
62360,0
44525,0
58237,0
27058,1
63735,1
17804,1
71888,0
83791,1
67053,0
4650,1
31688,1
5225,0
75083,0
57980,0
38516,0
12243,1
9411,0
68760,0
88722,0
94344,0
28282,0
30711,0
33558,0
1695,0
14725,1
83429,0
53445,1
84880,1
36886,0
92899,0
1881,1
55821,0
59755,1
88688,0
37305,0
97817,1
17802,0
28377,0
25046,0
43519,1
22201,0
42943,0
20512,0
26525,0
62619,0
65731,0
80998,1
57117,1
6174,1
3834,0
21943,1
4482,0
68612,1
43112,1
15452,0
48991,0
70898,0
1968,0
9120,0
48465,0
64851,0
93540,1
48396,1
4613,0
22670,0
2318,0
56677,0
96912,0
35401,1
28934,0
83561,1
78182,0
7294,0
2465,1
41483,1
88506,0
99112,0
54745,1
64879,0
92087,1
88747,1
59626,0
84516,0
39008,0
11410,0
25264,0
23368,1
60760,0
21701,0
12742,1
86866,0
39082,1
66416,1
92283,0
8467,0
45601,0
50066,0
92917,0
34210,0
60566,1
34241,0
88918,0
20863,1
57171,1
46501,0
90674,1
68098,0
98945,0
49487,0
80205,0
37579,1
75885,1
4674,0
53518,1
52533,0
26463,0
91840,0
52283,0
44099,0
73623,0
73874,1
7580,0
38676,0
15462,0
41178,0
25752,0
43339,0
46660,0
3836,1
32409,1
44205,0
12307,0
312,0
96677,0
39073,1
3777,0
68051,0
86902,0
4280,1
2456,0
2263,1
10050,0
67354,0
43352,0
44358,0
10523,0
15331,0
64498,0
30371,0
95048,0
54307,0
64782,0
59818,1
25229,0
82461,0
56063,1
67126,0
30334,0
56208,0
97012,0
47253,1
12577,0
81473,0
92982,0
9277,0
90296,1
96773,0
13703,0
95987,0
86722,0
40476,1
96291,0
62355,0
26448,0
54907,1
30422,0
76509,1
36848,0
26098,0
44066,0
44439,0
78785,0
97977,0
72070,0
47342,0
66333,0
97934,0
29591,0
76785,1
90770,1
1500,0
37785,0
81715,1
70610,0
82022,1
41736,0
20108,0
66793,0
45573,1
53489,0
12104,0
34771,0
62385,0
16188,0
38401,0
74068,0
78370,0
3735,1
26923,0
70085,0
99703,0
67543,0
18099,0
81987,0
80588,1
59674,0
20455,1
9255,1
71779,0
58844,1
82019,0
57488,0
89778,0
54155,0
30862,0
14065,1
38756,0
8097,1
63869,1
18884,1
61421,0
83770,0
52164,0
77438,0
22907,0
945,1
18791,1
62376,1
38773,0
14864,0
94927,1
42965,1
12848,0
7834,0
5442,0
80534,0
38075,1
13303,0
73997,0
59375,0
53319,0
96666,0
80957,0
71960,0
6369,0
68357,0
2090,0
21195,0
26078,0
58345,1
53957,0
20934,0
78512,0
89226,0
5580,0
92580,1
16685,0
79591,0
81595,1
90218,0
29228,0
46372,1
57903,1
40540,0
4287,0
19103,0
56972,1
45038,0
70348,0
73573,0
92731,0
68377,1
17343,0
69569,1
51345,1
73358,0
84146,0
44064,0
74877,1
37313,1
73532,1
54048,1
13648,1
22263,0
10331,1
65926,1
15011,1
86878,0
15424,1
61151,0
97231,1
87987,0
6780,1
73338,0
78140,1
92028,0
83185,1
46410,0
11077,0
6689,0
7469,0
9229,0
82713,0
80838,0
82924,0
10728,0
86604,0
68879,1
37925,0
68665,0
53560,0
40169,0
40056,0
29520,0
20219,1
42253,1
10589,0
65058,1
38655,0
53838,1
28412,0
84074,0
10200,1
16801,0
30114,0
50547,1
11812,1
7865,1
14104,0
46971,0
79818,0
45618,0
16547,0
29550,0
71678,1
83794,1
32517,0
59072,1
31261,0
54801,1
12530,0
58339,0
88946,1
12647,0
59151,0
83614,0
65723,1
34856,0
99620,1
17408,0
19256,1
72719,1
15601,0
43418,0
50902,0
40131,0
10347,1
35508,0
96595,0
33245,1
73817,1
39351,0
70401,1
77907,0
96762,0
5186,0
57071,0
2542,1
71695,0
15911,0
14732,1
46129,1
70968,0
95661,1
76838,0
23775,0
60189,0
24467,0
13080,1
18577,0
55397,0
97891,1
58747,1
84591,0
97662,0
83870,1
75828,1
42084,0
81901,1
33366,0
2837,0
69697,0
2271,0
46665,0
24602,0
55670,0
1560,0
76137,1
139,1
54011,0
15973,0
54286,0
47734,0
77768,0
17239,0
44964,1
93672,0
40774,0
71440,0
74227,0
82790,0
4579,0
10678,1
54127,0
99419,1
68718,0
87721,0
79409,0
16706,0
26050,0
1613,1
72914,1
76809,1
22926,0
32143,0
46515,1
54424,0
10717,0
48711,1
43949,0
71467,0
41532,1
73180,0
82471,1
78197,1
14246,0
56101,0
45160,0
20009,0
61255,0
73752,1
89954,1
89518,0
90938,1
97956,0
38933,1
8937,0
72391,0
74931,1
31451,0
85847,1
88734,0
58022,0
2713,0
16205,0
19026,0
78519,0
13128,1
24760,0
24024,1
41465,0
91206,0
41628,1
26242,0
2441,1
79026,0
54727,0
30848,0
70514,0
3460,0
82317,0
82495,0
72359,1
76315,0
753,0
52845,0
27747,0
49862,1
26185,0
24443,0
95028,0
24792,0
32455,0
64962,1
1812,0
69413,1
16967,1
24311,1
12584,0
89639,1
89931,1
63804,0
64108,1
9986,0
22793,0
34050,0
97213,0
73738,0
19470,0
44917,1
68653,0
18481,0
57757,1
52667,0
61054,0
15274,0
33443,0
62597,1
54344,0
17014,0
84507,0
73097,0
30328,0
12396,0
1150,0
33818,1
109,1
72615,0
9885,1
61426,0
38153,0
71360,0
60089,1
84147,0
46912,0
61765,0
22622,0
71869,1
74914,0
62657,1
8835,0
3382,0
69332,0
68540,0
80699,1
78113,1
95699,0
43568,0
37135,1
69466,1
50706,0
84371,1
60063,0
33938,0
32952,0
11034,1
69305,0
82827,0
23797,1
50723,0
75106,1
88155,1
73764,1
62043,1
88173,0
12047,1
98535,1
72146,0
94822,1
35795,0
16696,1
11569,1
61624,0
78507,1
59686,0
10313,0
16825,0
60252,0
54089,0
26559,0
24440,0
78375,1
99590,0
76736,0
73693,0
59084,1
39781,1
86131,0
33808,0
28187,0
80965,0
42118,1
45503,0
25410,0
18730,1
74642,1
31058,0
38534,1
41855,1
35535,0
63330,0
7076,0
70544,1
53041,1
62588,1
20024,1
63174,0
18188,1
73634,0
66925,0
40657,0
76420,0
89676,0
49170,0
30327,0
35825,1
40733,0
66805,0
38234,1
92154,1
9045,1
12149,0
42003,0
88879,0
20204,0
10157,0
15325,1
97558,0
50125,0
21332,1
48274,1
50281,0
34741,0
70802,0
72195,1
98102,1
56135,0
57983,1
93785,1
17591,0
87238,1
83527,1
21802,0
93969,0
72185,0
55868,0
3739,0
4718,1
65294,0
88067,0
33580,0
33944,0
90046,0
72219,0
61320,0
2330,0
26632,0
7929,0
39892,0
64872,0
70520,0
13325,0
54572,0
85960,1
7913,0
93614,1
7996,1
41227,1
30088,0
7193,0
82127,1
8812,1
49371,1
95019,1
91619,1
97940,0
38283,0
45766,1
81525,0
96671,0
85848,0
70193,1
94248,0
73755,0
46483,0
46769,0
10879,1
40300,0
29308,0
11905,0
90714,1
79483,0
20880,0
62609,0
44790,0
93813,1
3049,0
29398,1
99108,0
10618,1
85171,1
38970,1
12020,1
22539,0
31048,1
27642,0
32071,0
78408,1
75914,0
53509,0
67293,0
17326,0
11123,1
41377,0
12025,1
19258,0
26833,0
88955,0
56569,0
21134,0
86745,1
810,1
3768,0
85816,1
73525,1
93388,0
30209,1
60867,1
82887,0
615,1
49190,0
98446,0
13024,1
68504,0
82581,1
46379,0
69667,0
30003,0
45368,1
15881,0
4605,1
39100,1
30671,0
57880,0
28064,0
17312,0
21369,1
50559,0
91587,0
44515,0
34222,0
51585,1
75626,1
12118,0
64687,0
40548,1
13004,0
58219,0
92115,1
15843,0
33122,0
42984,0
26348,0
82719,0
91874,1
66423,1
67021,0
86870,0
12183,1
64804,1
66099,1
90193,1
53818,0
87403,1
38994,1
19777,0
95624,1
46442,1
59011,1
23635,1
40085,0
22919,0
86448,0
94736,0
23837,0
19904,1
97593,0
20595,1
48543,1
46012,1
64840,1
44803,1
16574,0
83845,0
81191,1
34469,1
62122,0
59269,0
70746,0
78238,0
22347,1
2309,1
23167,0
75834,0
97430,1
40425,0
56264,0
22638,1
99043,0
72945,1
85045,1
46630,0
71027,0
57019,1
39412,0
79998,0
13762,1
7745,0
34702,0
24920,0
88028,1
32253,1
6677,1
35136,1
66906,0
62824,0
44086,0
55738,0
71407,1
23946,0
81912,0
46049,1
87079,0
44189,0
67811,0
8193,1
56303,1
36748,0
12313,1
42561,0
26699,1
96413,1
64595,1
89198,0
14060,0
29714,0
80467,1
38698,0
32013,1
29453,1
44019,0
22730,0
19318,0
37463,0
52704,0
4839,1
16034,0
40878,0
60356,0
12529,0
10369,1
13168,0
43156,1
83981,1
44618,1
96452,1
81538,1
21887,0
22536,0
48580,0
66940,0
72496,0
18760,1
77445,0
12179,0
71276,1
3619,0
95870,0
59193,0
41519,0
10933,0
7390,0
28029,0
28238,0
29219,0
61336,0
85753,0
64342,0
1289,1
35451,1
89812,0
81398,1
41824,0
89535,0
86827,0
38673,1
26535,0
69448,0
31441,1
86835,0
98156,1
18169,1
55106,0
52174,0
37574,0
9140,1
32395,1
93599,1
14828,0
8449,1
9543,0
4403,0
78924,0
75818,1
71976,1
93766,1
8761,0
33042,0
