id,result
14736,1
96712,0
56574,1
6618,1
15304,1
87698,1
45982,1
50480,1
47805,1
40139,1
76573,1
12559,1
2151,1
82759,1
68847,1
8411,1
24624,0
70929,0
53770,1
55613,1
26958,1
39743,1
58980,1
39955,0
85607,0
26913,0
53634,0
87144,1
72618,1
38162,0
86671,1
77725,1
67598,0
22082,0
66904,1
85545,0
95262,1
22665,0
34692,0
84390,1
80039,0
72091,1
13888,0
96367,1
83031,1
33112,1
84259,1
68621,0
55750,0
28793,1
8815,1
47908,0
29978,1
36451,1
21610,1
17677,0
88566,0
40386,1
91347,0
11380,1
19127,1
47962,1
83467,1
1780,0
90755,1
43824,1
90294,1
52121,1
32805,0
3544,0
32070,1
91019,1
21069,0
7655,1
53277,0
49836,0
83777,0
90636,0
2041,1
95450,1
56523,0
50350,1
48824,1
77289,0
62360,1
44525,1
58237,1
27058,0
63735,1
17804,1
71888,0
83791,1
67053,0
4650,0
31688,0
5225,0
75083,0
57980,0
38516,0
12243,1
9411,1
68760,0
88722,1
94344,1
28282,0
30711,0
33558,0
1695,0
14725,1
83429,0
53445,1
84880,1
36886,1
92899,1
1881,1
55821,0
59755,0
88688,1
37305,1
97817,0
17802,1
28377,0
25046,1
43519,1
22201,1
42943,1
20512,1
26525,0
62619,1
65731,1
80998,1
57117,0
6174,1
3834,1
21943,1
4482,1
68612,1
43112,0
15452,1
48991,1
70898,1
1968,0
9120,0
48465,1
64851,0
93540,0
48396,1
4613,1
22670,1
2318,1
56677,1
96912,0
35401,1
28934,1
83561,0
78182,0
7294,1
2465,1
41483,1
88506,0
99112,0
54745,1
64879,0
92087,1
88747,0
59626,0
84516,0
39008,1
11410,1
25264,1
23368,0
60760,1
21701,1
12742,1
86866,1
39082,1
66416,1
92283,1
8467,0
45601,0
50066,1
92917,1
34210,1
60566,1
34241,1
88918,0
20863,1
57171,1
46501,1
90674,1
68098,0
98945,0
49487,0
80205,0
37579,0
75885,0
4674,1
53518,1
52533,1
26463,1
91840,1
52283,1
44099,0
73623,1
73874,1
7580,1
38676,0
15462,1
41178,1
25752,1
43339,0
46660,1
3836,0
32409,1
44205,1
12307,1
312,0
96677,1
39073,1
3777,1
68051,1
86902,1
4280,1
2456,1
2263,0
10050,0
67354,1
43352,0
44358,1
10523,1
15331,1
64498,0
30371,1
95048,1
54307,0
64782,0
59818,1
25229,1
82461,1
56063,0
67126,1
30334,1
56208,1
97012,1
47253,0
12577,1
81473,1
92982,0
9277,1
90296,1
96773,1
13703,1
95987,1
86722,1
40476,1
96291,1
62355,1
26448,1
54907,1
30422,1
76509,1
36848,1
26098,0
44066,1
44439,1
78785,1
97977,1
72070,1
47342,1
66333,1
97934,0
29591,1
76785,1
90770,0
1500,0
37785,1
81715,1
70610,1
82022,0
41736,1
20108,1
66793,1
45573,0
53489,1
12104,1
34771,0
62385,1
16188,1
38401,1
74068,0
78370,1
3735,0
26923,1
70085,0
99703,1
67543,1
18099,0
81987,1
80588,1
59674,0
20455,1
9255,1
71779,0
58844,1
82019,1
57488,0
89778,1
54155,0
30862,1
14065,1
38756,1
8097,0
63869,0
18884,1
61421,0
83770,1
52164,0
77438,1
22907,1
945,1
18791,1
62376,1
38773,1
14864,1
94927,0
42965,1
12848,0
7834,1
5442,1
80534,1
38075,1
13303,1
73997,1
59375,1
53319,1
96666,0
80957,1
71960,0
6369,1
68357,1
2090,1
21195,1
26078,0
58345,0
53957,0
20934,1
78512,1
89226,1
5580,1
92580,1
16685,1
79591,1
81595,1
90218,1
29228,1
46372,1
57903,1
40540,1
4287,0
19103,1
56972,0
45038,0
70348,1
73573,0
92731,1
68377,1
17343,1
69569,1
51345,0
73358,0
84146,1
44064,1
74877,1
37313,1
73532,1
54048,1
13648,1
22263,1
10331,1
65926,1
15011,0
86878,0
15424,0
61151,1
97231,1
87987,0
6780,1
73338,1
78140,1
92028,0
83185,1
46410,1
11077,0
6689,1
7469,1
9229,0
82713,1
80838,1
82924,1
10728,0
86604,1
68879,1
37925,1
68665,1
53560,1
40169,1
40056,0
29520,0
20219,1
42253,1
10589,0
65058,1
38655,0
53838,1
28412,1
84074,1
10200,0
16801,0
30114,1
50547,1
11812,0
7865,1
14104,0
46971,1
79818,1
45618,0
16547,0
29550,1
71678,1
83794,1
32517,0
59072,1
31261,1
54801,0
12530,1
58339,1
88946,0
12647,0
59151,0
83614,1
65723,1
34856,1
99620,0
17408,1
19256,1
72719,1
15601,0
43418,0
50902,1
40131,1
10347,1
35508,0
96595,1
33245,1
73817,0
39351,1
70401,1
77907,1
96762,1
5186,0
57071,1
2542,0
71695,0
15911,1
14732,1
46129,0
70968,1
95661,1
76838,0
23775,0
60189,1
24467,1
13080,0
18577,1
55397,1
97891,0
58747,1
84591,1
97662,0
83870,1
75828,1
42084,1
81901,1
33366,1
2837,1
69697,0
2271,1
46665,1
24602,0
55670,0
1560,0
76137,1
139,1
54011,0
15973,1
54286,0
47734,0
77768,0
17239,0
44964,1
93672,1
40774,1
71440,1
74227,1
82790,1
4579,1
10678,1
54127,1
99419,0
68718,1
87721,1
79409,1
16706,0
26050,0
1613,1
72914,0
76809,0
22926,0
32143,0
46515,1
54424,1
10717,1
48711,0
43949,0
71467,0
41532,1
73180,1
82471,1
78197,0
14246,1
56101,1
45160,0
20009,1
61255,1
73752,1
89954,1
89518,1
90938,0
97956,1
38933,1
8937,0
72391,1
74931,1
31451,0
85847,0
88734,1
58022,1
2713,1
16205,1
19026,1
78519,0
13128,1
24760,1
24024,0
41465,1
91206,1
41628,1
26242,1
2441,1
79026,1
54727,0
30848,0
70514,1
3460,1
82317,0
82495,1
72359,0
76315,1
753,1
52845,1
27747,1
49862,0
26185,0
24443,0
95028,0
24792,1
32455,1
64962,1
1812,1
69413,1
16967,1
24311,0
12584,1
89639,1
89931,1
63804,1
64108,1
9986,1
22793,0
34050,0
97213,1
73738,1
19470,0
44917,1
68653,1
18481,1
57757,1
52667,1
61054,1
15274,0
33443,1
62597,1
54344,0
17014,1
84507,0
73097,1
30328,1
12396,1
1150,0
33818,0
109,1
72615,1
9885,0
61426,1
38153,1
71360,1
60089,1
84147,1
46912,1
61765,1
22622,1
71869,1
74914,1
62657,0
8835,1
3382,1
69332,1
68540,1
80699,1
78113,1
95699,0
43568,1
37135,1
69466,0
50706,0
84371,1
60063,0
33938,1
32952,1
11034,1
69305,1
82827,1
23797,1
50723,1
75106,1
88155,0
73764,1
62043,1
88173,1
12047,1
98535,0
72146,1
94822,1
35795,1
16696,1
11569,1
61624,1
78507,1
59686,1
10313,1
16825,1
60252,1
54089,1
26559,0
24440,1
78375,0
99590,1
76736,1
73693,1
59084,1
39781,1
86131,0
33808,1
28187,1
80965,1
42118,1
45503,1
25410,1
18730,1
74642,1
31058,0
38534,1
41855,0
35535,1
63330,0
7076,1
70544,0
53041,1
62588,0
20024,1
63174,1
18188,1
73634,1
66925,1
40657,1
76420,1
89676,1
49170,0
30327,1
35825,1
40733,1
66805,0
38234,1
92154,1
9045,1
12149,0
42003,1
88879,1
20204,1
10157,1
15325,1
97558,1
50125,0
21332,1
48274,1
50281,1
34741,1
70802,1
72195,0
98102,1
56135,0
57983,1
93785,0
17591,1
87238,1
83527,1
21802,1
93969,1
72185,0
55868,0
3739,1
4718,1
65294,1
88067,1
33580,1
33944,1
90046,0
72219,1
61320,1
2330,1
26632,0
7929,1
39892,1
64872,1
70520,1
13325,1
54572,1
85960,0
7913,1
93614,1
7996,0
41227,1
30088,1
7193,1
82127,1
8812,1
49371,0
95019,1
91619,0
97940,0
38283,1
45766,1
81525,0
96671,0
85848,1
70193,0
94248,1
73755,1
46483,0
46769,0
10879,1
40300,1
29308,1
11905,1
90714,1
79483,0
20880,1
62609,1
44790,1
93813,1
3049,1
29398,1
99108,1
10618,1
85171,1
38970,0
12020,1
22539,1
31048,1
27642,0
32071,1
78408,1
75914,1
53509,1
67293,1
17326,1
11123,1
41377,1
12025,0
19258,1
26833,1
88955,0
56569,1
21134,1
86745,1
810,1
3768,1
85816,1
73525,1
93388,1
30209,1
60867,1
82887,1
615,1
49190,1
98446,1
13024,1
68504,1
82581,1
46379,1
69667,1
30003,1
45368,1
15881,1
4605,1
39100,1
30671,1
57880,1
28064,1
17312,1
21369,1
50559,1
91587,1
44515,1
34222,1
51585,1
75626,1
12118,0
64687,1
40548,1
13004,0
58219,1
92115,1
15843,1
33122,0
42984,1
26348,1
82719,1
91874,1
66423,1
67021,1
86870,1
12183,1
64804,1
66099,1
90193,1
53818,1
87403,1
38994,1
19777,1
95624,1
46442,1
59011,1
23635,1
40085,1
22919,1
86448,0
94736,1
23837,1
19904,1
97593,1
20595,1
48543,1
46012,1
64840,1
44803,1
16574,1
83845,1
81191,1
34469,1
62122,1
59269,1
70746,1
78238,0
22347,1
2309,1
23167,1
75834,1
97430,1
40425,1
56264,1
22638,1
99043,1
72945,1
85045,1
46630,1
71027,1
57019,1
39412,1
79998,1
13762,1
7745,1
34702,1
24920,0
88028,1
32253,1
6677,1
35136,1
66906,1
62824,0
44086,1
55738,1
71407,1
23946,1
81912,1
46049,1
87079,1
44189,1
67811,1
8193,1
56303,0
36748,1
12313,1
42561,1
26699,1
96413,1
64595,1
89198,1
14060,1
29714,1
80467,1
38698,1
32013,1
29453,1
44019,1
22730,1
19318,1
37463,0
52704,1
4839,1
16034,1
40878,1
60356,0
12529,1
10369,0
13168,1
43156,1
83981,1
44618,0
96452,1
81538,1
21887,1
22536,1
48580,1
66940,1
72496,1
18760,1
77445,1
12179,1
71276,1
3619,1
95870,0
59193,1
41519,1
10933,1
7390,1
28029,1
28238,1
29219,1
61336,1
85753,1
64342,1
1289,1
35451,1
89812,1
81398,1
41824,1
89535,1
86827,1
38673,1
26535,1
69448,1
31441,1
86835,1
98156,1
18169,1
55106,1
52174,1
37574,1
9140,1
32395,1
93599,1
14828,1
8449,1
9543,1
4403,1
78924,1
75818,1
71976,1
93766,1
8761,1
33042,1
